Rotación;Edad;Viaje de Negocios;Departamento;Distancia_Casa;Educación;Campo_Educación;Satisfacción_Ambiental;Genero;Cargo;Satisfación_Laboral;Estado_Civil;Ingreso_Mensual;Trabajos_Anteriores;Horas_Extra;Porcentaje_aumento_salarial;Rendimiento_Laboral;Años_Experiencia;Capacitaciones;Equilibrio_Trabajo_Vida;Antigüedad;Antigüedad_Cargo;Años_ultima_promoción;Años_acargo_con_mismo_jefe
No;27;Frecuentemente;IyD;2;3;Salud;4;M;Investigador_Cientifico;4;Soltero;2580;2;No;13;3;6;0;2;4;2;1;2
Si;40;Raramente;IyD;7;3;Ciencias;1;M;Tecnico_Laboratorio;1;Soltero;2166;3;Si;14;3;10;3;1;4;2;0;3
No;29;Raramente;Ventas;10;3;Salud;3;M;Ejecutivo_Ventas;3;Soltero;5869;9;No;11;3;8;2;3;5;2;1;4
No;36;Raramente;IyD;5;4;Ciencias;2;F;Representante_Salud;1;Casado;8008;4;No;12;3;9;6;3;3;2;0;2
No;25;Frecuentemente;IyD;2;1;Ciencias;4;M;Director_Manofactura;3;Divorciado;5206;1;No;17;3;7;6;3;7;7;0;7
No;39;Raramente;IyD;12;3;Salud;4;M;Director_Manofactura;2;Casado;5295;4;No;21;4;7;3;3;5;4;1;0
No;49;Raramente;IyD;22;4;Otra;1;F;Director_Investigación;2;Casado;16413;3;No;16;3;27;2;3;4;2;1;2
No;50;Raramente;IyD;17;5;Ciencias;4;F;Director_Investigación;1;Divorciado;13269;5;No;15;3;19;3;3;14;11;1;11
No;20;Raramente;Ventas;2;3;Salud;3;F;Representante_Ventas;3;Soltero;2783;1;No;19;3;2;3;3;2;2;2;2
No;34;Raramente;IyD;3;3;Ciencias;4;F;Investigador_Cientifico;2;Divorciado;5433;1;No;12;3;11;2;3;11;8;7;9
No;36;Raramente;IyD;7;3;Ciencias;1;M;Tecnico_Laboratorio;2;Soltero;2013;2;No;11;3;15;4;3;4;3;1;3
No;49;Raramente;IyD;6;1;Ciencias;3;F;Representante_Salud;3;Casado;13966;2;Si;19;3;30;3;3;15;11;2;12
No;36;No_Viaja;IyD;1;4;Salud;4;F;Director_Manofactura;3;Casado;4374;0;No;15;3;4;6;3;3;2;1;2
No;36;Raramente;IyD;3;2;Ciencias;4;M;Representante_Salud;1;Divorciado;6842;6;No;20;4;13;3;3;5;4;0;4
No;54;Raramente;IyD;22;5;Salud;2;F;Gerente;3;Casado;17426;3;No;25;4;36;6;3;10;8;4;7
No;43;Raramente;IyD;15;2;Ciencias;3;M;Director_Investigación;3;Casado;17603;1;No;24;4;14;3;3;14;10;6;11
Si;35;Frecuentemente;Ventas;12;4;Otra;4;M;Ejecutivo_Ventas;4;Soltero;4581;3;Si;24;4;13;2;4;11;9;6;7
No;38;Frecuentemente;IyD;1;3;Ciencias;4;M;Investigador_Cientifico;4;Casado;4735;7;No;15;3;19;4;4;13;11;2;9
No;29;Raramente;Ventas;5;3;Salud;1;M;Ejecutivo_Ventas;2;Divorciado;4187;1;Si;13;3;10;3;2;10;0;0;9
No;33;Raramente;Ventas;2;4;Salud;4;M;Ejecutivo_Ventas;4;Divorciado;5505;1;No;14;3;6;5;3;6;2;0;4
No;32;Raramente;IyD;2;3;Salud;4;M;Investigador_Cientifico;2;Divorciado;5470;0;No;13;3;10;4;2;9;5;1;6
No;31;Raramente;Ventas;5;4;Ciencias;1;F;Ejecutivo_Ventas;4;Casado;5476;1;No;11;3;10;2;3;10;0;0;2
No;49;Raramente;IyD;16;3;Salud;4;F;Tecnico_Laboratorio;1;Divorciado;2587;4;Si;16;3;17;2;2;2;2;2;2
No;38;Frecuentemente;IyD;2;3;Salud;4;F;Tecnico_Laboratorio;2;Soltero;2440;1;No;22;4;4;3;3;4;3;3;3
No;47;Raramente;Ventas;2;4;Ciencias;2;F;Gerente;2;Divorciado;15972;6;No;14;3;29;2;3;3;2;1;2
No;49;Raramente;IyD;1;3;Ciencias;3;M;Gerente;3;Soltero;15379;4;No;14;3;23;2;3;8;7;0;0
No;41;Raramente;Ventas;23;2;Ciencias;4;M;Ejecutivo_Ventas;3;Soltero;7082;3;Si;16;3;21;2;3;2;0;0;2
No;20;Raramente;Ventas;9;1;Ciencias;4;M;Representante_Ventas;1;Soltero;2728;1;No;11;3;2;3;3;2;2;0;2
No;33;No_Viaja;Ventas;16;3;Ciencias;3;F;Ejecutivo_Ventas;4;Divorciado;5368;1;Si;25;4;7;2;3;6;5;1;2
No;36;Raramente;IyD;26;4;Ciencias;1;M;Representante_Salud;3;Casado;5347;6;No;14;3;10;2;2;3;2;0;2
No;44;Raramente;RH;1;3;Ciencias;3;F;Recursos_Humanos;4;Divorciado;3195;4;Si;18;3;8;2;3;2;2;2;2
Si;23;Raramente;IyD;8;1;Salud;4;M;Tecnico_Laboratorio;3;Soltero;3989;1;Si;11;3;5;2;3;5;4;1;2
No;38;Raramente;IyD;4;2;Salud;4;F;Tecnico_Laboratorio;3;Casado;3306;7;No;19;3;7;5;2;0;0;0;0
No;53;Raramente;IyD;24;4;Salud;2;M;Representante_Salud;4;Casado;7005;3;No;15;3;11;2;3;4;3;1;2
Si;48;Frecuentemente;Ventas;7;2;Salud;4;F;Representante_Ventas;3;Casado;2655;2;Si;11;3;19;3;3;9;7;7;7
Si;32;Raramente;IyD;2;4;Ciencias;4;M;Tecnico_Laboratorio;2;Soltero;1393;1;No;12;3;1;2;3;1;0;0;0
No;26;No_Viaja;IyD;7;3;Salud;4;M;Tecnico_Laboratorio;4;Soltero;2570;1;No;20;4;7;5;3;7;7;5;7
No;55;Raramente;IyD;22;3;Tecnicos;1;M;Investigador_Cientifico;2;Divorciado;3537;5;No;12;3;8;1;3;4;2;1;2
No;34;Raramente;IyD;5;2;Salud;2;M;Tecnico_Laboratorio;4;Casado;3986;1;No;14;3;15;3;4;15;10;4;13
No;60;Raramente;IyD;1;4;Salud;3;M;Representante_Salud;4;Divorciado;10883;3;No;20;4;19;2;4;1;0;0;0
No;33;Raramente;IyD;21;3;Salud;2;M;Tecnico_Laboratorio;2;Casado;2028;1;No;18;3;14;6;3;14;11;2;13
No;37;Frecuentemente;Ventas;1;4;Salud;3;M;Ejecutivo_Ventas;4;Divorciado;9525;1;No;14;3;6;2;2;6;3;1;3
No;34;Raramente;IyD;19;3;Ciencias;2;F;Investigador_Cientifico;4;Casado;2929;1;No;12;3;10;3;3;10;9;8;7
Si;23;Raramente;Ventas;7;3;Ciencias;3;M;Representante_Ventas;4;Divorciado;2275;1;Si;21;4;3;2;3;3;2;0;2
No;44;Raramente;IyD;2;3;Ciencias;3;F;Representante_Salud;4;Casado;7879;1;Si;19;3;9;2;3;8;7;6;7
No;35;Frecuentemente;IyD;2;4;Salud;1;M;Investigador_Cientifico;4;Soltero;4930;0;Si;14;3;6;2;4;5;4;1;4
No;43;Raramente;Ventas;2;3;Salud;4;M;Ejecutivo_Ventas;4;Casado;7847;1;Si;17;3;10;3;3;10;9;8;8
No;24;Raramente;IyD;9;3;Salud;3;M;Investigador_Cientifico;3;Casado;4401;1;No;16;3;5;1;3;5;3;0;4
No;41;Raramente;Ventas;6;3;Mercadeo;4;M;Ejecutivo_Ventas;3;Soltero;9241;1;No;12;3;10;3;3;10;8;8;7
No;29;Raramente;IyD;9;4;Salud;4;F;Tecnico_Laboratorio;3;Casado;2974;9;No;17;3;9;2;3;5;3;1;2
No;36;Raramente;Ventas;2;4;Ciencias;3;F;Representante_Ventas;4;Soltero;4502;3;No;15;3;17;2;2;13;7;6;7
No;45;No_Viaja;IyD;1;1;Ciencias;3;M;Representante_Salud;3;Casado;10748;3;No;23;4;25;3;2;23;15;14;4
Si;24;Raramente;RH;22;1;Humanidades;4;M;Recursos_Humanos;3;Casado;1555;1;No;11;3;1;2;3;1;0;0;0
Si;47;Frecuentemente;Ventas;9;3;Ciencias;3;M;Ejecutivo_Ventas;3;Casado;12936;7;No;11;3;25;3;1;23;5;14;10
No;26;Raramente;IyD;17;4;Salud;4;M;Tecnico_Laboratorio;3;Casado;2305;1;No;15;3;3;3;4;3;2;0;2
No;45;Raramente;IyD;28;2;Tecnicos;4;F;Director_Investigación;2;Soltero;16704;1;No;11;3;21;2;3;21;6;8;6
No;32;Frecuentemente;IyD;10;3;Ciencias;1;M;Investigador_Cientifico;3;Casado;3433;6;No;13;3;10;3;2;5;2;1;3
No;31;Raramente;IyD;2;4;Ciencias;2;M;Tecnico_Laboratorio;3;Casado;3477;1;No;14;3;6;2;4;5;2;0;3
No;41;No_Viaja;RH;4;3;Humanidades;3;M;Recursos_Humanos;2;Casado;6430;6;No;19;3;10;4;3;3;2;1;2
No;40;Raramente;IyD;8;2;Ciencias;2;F;Director_Manofactura;1;Casado;6516;2;Si;16;3;18;3;3;1;0;0;0
No;24;Raramente;IyD;29;1;Salud;2;M;Tecnico_Laboratorio;1;Divorciado;3907;1;No;13;3;6;2;4;6;2;1;2
No;46;Raramente;IyD;13;4;Ciencias;3;M;Representante_Salud;2;Soltero;5562;6;No;14;3;19;3;3;10;7;0;9
No;35;Raramente;IyD;27;4;Ciencias;4;M;Director_Manofactura;3;Casado;6883;2;No;16;3;17;3;3;7;7;0;7
No;30;Raramente;IyD;16;1;Ciencias;2;M;Investigador_Cientifico;4;Casado;2862;1;No;12;3;10;2;2;10;0;0;8
No;47;No_Viaja;Ventas;2;4;Mercadeo;3;M;Ejecutivo_Ventas;2;Casado;4978;7;No;11;3;4;3;1;1;0;0;0
No;46;Raramente;Ventas;2;3;Ciencias;3;M;Ejecutivo_Ventas;4;Divorciado;10368;4;Si;12;3;13;5;2;10;6;0;3
Si;36;Raramente;Ventas;13;5;Mercadeo;2;M;Ejecutivo_Ventas;1;Divorciado;6134;5;Si;13;3;16;3;3;2;2;2;2
Si;32;Raramente;Ventas;1;2;Ciencias;1;M;Ejecutivo_Ventas;2;Soltero;6735;6;No;15;3;10;2;3;0;0;0;0
No;23;Raramente;IyD;4;1;Salud;3;F;Tecnico_Laboratorio;2;Soltero;3295;1;No;13;3;3;3;1;3;2;1;2
No;31;Frecuentemente;IyD;24;1;Tecnicos;4;F;Director_Manofactura;4;Soltero;5238;2;No;20;4;9;3;2;5;4;1;4
No;39;No_Viaja;IyD;1;3;Ciencias;4;M;Tecnico_Laboratorio;4;Casado;6472;1;Si;15;3;9;2;3;9;8;5;8
No;32;Raramente;Ventas;19;3;Ciencias;4;M;Ejecutivo_Ventas;3;Casado;9610;3;No;13;3;10;2;1;4;3;0;2
No;40;Raramente;Ventas;7;4;Salud;2;M;Gerente;2;Soltero;19833;1;No;14;3;21;3;2;21;8;12;8
No;45;Raramente;RH;4;3;Ciencias;3;F;Recursos_Humanos;3;Casado;9756;4;No;21;4;9;2;4;5;0;0;3
No;30;Frecuentemente;IyD;2;4;Tecnicos;4;F;Investigador_Cientifico;1;Soltero;4968;0;No;16;3;10;2;3;9;7;0;7
No;24;Frecuentemente;RH;10;3;Salud;1;M;Recursos_Humanos;4;Casado;2145;0;No;14;3;3;2;3;2;2;2;1
Si;30;Frecuentemente;RH;8;3;Humanidades;3;F;Recursos_Humanos;4;Divorciado;2180;6;No;11;3;6;0;2;4;2;1;2
No;31;Raramente;Ventas;5;3;Tecnicos;1;M;Ejecutivo_Ventas;3;Casado;8346;1;No;19;3;6;3;3;5;2;0;2
No;27;Raramente;IyD;8;3;Salud;3;F;Investigador_Cientifico;4;Soltero;3445;1;No;11;3;6;5;2;6;2;1;4
Si;29;Raramente;Ventas;9;3;Mercadeo;2;F;Representante_Ventas;2;Soltero;2760;1;No;13;3;2;3;3;2;2;2;2
No;29;Frecuentemente;IyD;1;3;Ciencias;4;M;Representante_Salud;3;Soltero;6294;8;Si;12;3;10;5;4;3;2;0;2
No;30;Raramente;Ventas;15;2;Mercadeo;3;M;Ejecutivo_Ventas;1;Divorciado;7140;2;No;11;3;12;2;3;7;7;1;7
No;34;Raramente;IyD;2;4;Salud;4;M;Investigador_Cientifico;4;Casado;2932;0;Si;14;3;6;3;3;5;0;1;2
No;33;No_Viaja;Ventas;2;3;Mercadeo;4;F;Ejecutivo_Ventas;2;Soltero;5147;8;No;15;3;13;2;2;11;7;1;7
No;49;Raramente;Ventas;11;4;Mercadeo;4;F;Ejecutivo_Ventas;4;Soltero;4507;3;No;12;3;8;1;4;5;1;0;4
Si;33;Raramente;Ventas;16;3;Ciencias;1;F;Ejecutivo_Ventas;1;Soltero;8564;2;Si;20;4;11;2;2;0;0;0;0
No;38;Frecuentemente;IyD;2;2;Salud;3;F;Tecnico_Laboratorio;2;Casado;2468;4;No;14;3;9;4;2;6;1;0;5
Si;31;Raramente;Ventas;16;4;Mercadeo;1;M;Ejecutivo_Ventas;3;Casado;8161;2;No;13;3;10;2;3;1;0;0;0
No;29;Raramente;IyD;4;3;Tecnicos;4;F;Investigador_Cientifico;1;Divorciado;2109;1;No;13;3;1;2;3;1;0;0;0
No;30;Raramente;IyD;16;3;Ciencias;3;M;Representante_Salud;3;Casado;5294;3;No;16;3;10;3;3;7;0;1;7
No;32;No_Viaja;IyD;5;4;Tecnicos;2;M;Investigador_Cientifico;2;Soltero;2718;2;No;14;3;12;3;3;7;7;0;7
No;38;Raramente;IyD;18;3;Salud;2;M;Representante_Salud;4;Casado;5811;3;Si;16;3;15;2;3;1;0;1;0
Si;43;Frecuentemente;IyD;17;3;Tecnicos;3;M;Investigador_Cientifico;3;Casado;2437;9;Si;16;3;6;4;3;1;0;0;0
No;42;Raramente;IyD;12;3;Salud;2;M;Tecnico_Laboratorio;2;Divorciado;2766;8;No;22;4;7;6;2;5;3;0;4
No;55;Raramente;IyD;2;3;Salud;3;M;Director_Investigación;1;Casado;19038;8;No;12;3;34;2;3;1;0;0;0
No;33;No_Viaja;IyD;4;3;Tecnicos;4;M;Investigador_Cientifico;2;Divorciado;3055;5;No;15;3;11;2;2;9;8;1;7
No;41;Raramente;IyD;9;4;Ciencias;3;M;Tecnico_Laboratorio;1;Divorciado;2289;1;No;20;4;5;2;3;5;3;0;4
No;34;No_Viaja;Ventas;10;3;Ciencias;4;M;Ejecutivo_Ventas;3;Divorciado;4001;1;Si;14;3;15;3;3;15;14;0;7
No;53;No_Viaja;IyD;1;4;Salud;1;F;Director_Manofactura;3;Casado;12965;4;Si;20;4;27;2;2;3;2;0;2
No;43;Raramente;RH;2;3;Ciencias;2;M;Recursos_Humanos;4;Soltero;3539;0;No;13;3;10;5;3;9;7;1;8
No;34;Raramente;Ventas;3;2;Ciencias;4;F;Ejecutivo_Ventas;4;Soltero;6029;5;No;12;3;6;3;3;2;2;2;2
Si;21;Raramente;Ventas;7;1;Mercadeo;2;M;Representante_Ventas;2;Soltero;2679;1;No;13;3;1;3;3;1;0;1;0
No;38;Raramente;IyD;6;2;Otra;4;F;Tecnico_Laboratorio;3;Casado;3702;1;No;11;3;5;3;3;5;4;0;4
Si;22;Raramente;IyD;8;1;Salud;3;F;Tecnico_Laboratorio;1;Casado;2398;1;Si;17;3;1;6;3;1;0;0;0
No;31;Raramente;Ventas;29;4;Mercadeo;1;F;Ejecutivo_Ventas;4;Casado;5468;1;No;14;3;13;3;3;12;7;5;7
No;51;Raramente;IyD;3;3;Tecnicos;1;F;Gerente;3;Casado;13116;2;No;11;3;15;2;3;2;2;2;2
No;37;Raramente;Ventas;9;2;Mercadeo;2;M;Ejecutivo_Ventas;2;Casado;4189;1;No;14;3;5;2;3;5;2;0;3
No;46;Raramente;IyD;2;4;Salud;3;M;Director_Investigación;4;Divorciado;19328;7;Si;17;3;24;3;3;2;1;2;2
No;36;Raramente;IyD;10;3;Ciencias;4;M;Representante_Salud;1;Casado;8321;7;Si;13;3;15;1;3;12;8;5;7
Si;44;Frecuentemente;IyD;1;2;Salud;3;M;Investigador_Cientifico;2;Divorciado;2342;1;Si;12;3;6;2;2;5;3;2;3
No;37;Raramente;RH;8;2;Otra;3;M;Recursos_Humanos;2;Divorciado;4071;2;No;13;3;19;4;2;10;0;4;7
Si;35;Raramente;Ventas;27;3;Ciencias;3;M;Ejecutivo_Ventas;4;Soltero;5813;1;Si;18;3;10;2;3;10;7;7;7
No;33;Raramente;IyD;8;4;Ciencias;4;M;Investigador_Cientifico;1;Casado;3143;6;No;19;3;14;1;3;10;8;7;6
No;28;Raramente;IyD;1;3;Ciencias;3;M;Investigador_Cientifico;4;Casado;2044;1;No;11;3;5;6;4;5;3;0;3
No;39;Raramente;IyD;10;1;Salud;3;M;Director_Investigación;3;Soltero;13464;7;No;21;4;9;3;3;4;3;2;2
No;46;No_Viaja;Ventas;26;2;Ciencias;2;M;Ejecutivo_Ventas;2;Soltero;7991;8;No;15;3;6;3;3;2;2;2;2
No;40;Raramente;IyD;2;2;Ciencias;3;F;Tecnico_Laboratorio;1;Casado;3377;4;No;17;3;7;5;2;4;3;0;2
No;42;Raramente;IyD;13;3;Salud;2;M;Representante_Salud;1;Casado;5538;5;No;18;3;10;2;2;0;0;0;0
No;35;No_Viaja;IyD;2;2;Salud;2;M;Director_Manofactura;4;Divorciado;5762;2;No;14;3;15;6;3;7;7;1;7
No;38;No_Viaja;RH;2;3;Humanidades;1;M;Recursos_Humanos;2;Divorciado;2592;5;No;13;3;13;3;3;11;10;3;8
Si;34;Frecuentemente;IyD;9;4;Ciencias;4;M;Tecnico_Laboratorio;1;Casado;5346;4;No;17;3;11;3;2;7;1;0;7
Si;37;Raramente;IyD;10;4;Salud;4;M;Director_Manofactura;1;Soltero;4213;1;No;15;3;10;4;1;10;3;0;8
No;39;Frecuentemente;Ventas;20;3;Ciencias;3;M;Ejecutivo_Ventas;4;Divorciado;4127;2;No;18;3;7;6;3;2;1;2;2
No;43;No_Viaja;IyD;9;3;Ciencias;1;M;Investigador_Cientifico;3;Soltero;2438;4;No;13;3;7;2;2;3;2;1;2
No;41;Raramente;IyD;5;3;Ciencias;2;M;Representante_Salud;2;Soltero;6870;3;No;12;3;11;3;1;3;2;1;2
No;41;Raramente;Ventas;4;1;Mercadeo;3;F;Ejecutivo_Ventas;3;Divorciado;10447;0;Si;13;3;23;3;4;22;14;13;5
No;30;Raramente;IyD;10;3;Salud;1;F;Director_Manofactura;3;Soltero;9667;9;No;14;3;9;3;3;7;7;0;2
Si;26;Raramente;RH;20;2;Salud;4;F;Recursos_Humanos;2;Casado;2148;0;Si;11;3;6;3;3;5;1;1;4
Si;46;Raramente;IyD;21;2;Salud;4;F;Representante_Salud;2;Casado;8926;4;No;22;4;13;2;4;9;7;3;7
No;40;Raramente;IyD;1;3;Ciencias;3;F;Representante_Salud;4;Divorciado;6513;4;No;17;3;12;3;3;5;3;0;3
No;34;Raramente;Ventas;8;2;Tecnicos;2;M;Ejecutivo_Ventas;3;Casado;6799;1;No;21;4;10;5;3;10;8;4;8
No;58;No_Viaja;Ventas;2;3;Salud;2;M;Gerente;2;Divorciado;16291;4;No;22;4;37;0;2;16;9;14;14
No;35;Raramente;IyD;23;4;Salud;2;M;Tecnico_Laboratorio;3;Casado;2705;0;No;16;3;6;2;4;5;4;0;3
No;47;Raramente;IyD;4;3;Ciencias;3;F;Director_Manofactura;2;Divorciado;10333;8;Si;12;3;28;4;3;22;11;14;10
No;40;Raramente;IyD;12;3;Ciencias;2;F;Representante_Salud;1;Divorciado;4448;2;No;12;3;15;3;3;7;4;7;7
No;54;Raramente;IyD;7;4;Salud;4;F;Investigador_Cientifico;4;Casado;6854;4;No;15;3;14;2;2;7;1;1;7
No;31;Frecuentemente;Ventas;7;4;Mercadeo;1;F;Ejecutivo_Ventas;1;Casado;9637;2;No;14;3;9;3;3;3;2;2;2
No;28;Raramente;IyD;1;3;Salud;3;F;Investigador_Cientifico;1;Casado;3591;1;No;25;4;3;3;3;3;2;1;2
No;38;Raramente;Ventas;2;4;Mercadeo;2;F;Representante_Ventas;4;Casado;5405;2;Si;20;4;20;4;2;4;2;0;3
No;26;Raramente;Ventas;10;3;Salud;3;M;Ejecutivo_Ventas;4;Soltero;4684;1;No;13;3;5;4;3;5;3;1;2
No;58;Frecuentemente;IyD;15;4;Ciencias;1;M;Director_Investigación;3;Casado;15787;2;Si;14;3;23;3;3;2;2;2;2
No;18;No_Viaja;IyD;14;3;Salud;2;F;Investigador_Cientifico;3;Soltero;1514;1;No;16;3;0;4;1;0;0;0;0
Si;31;Raramente;RH;18;5;Humanidades;4;M;Recursos_Humanos;1;Casado;2956;0;No;17;3;2;4;3;1;0;0;0
Si;29;Raramente;RH;13;3;Humanidades;1;M;Recursos_Humanos;1;Divorciado;2335;4;Si;15;3;4;3;3;2;2;2;0
No;45;No_Viaja;Ventas;2;4;Ciencias;3;F;Ejecutivo_Ventas;3;Casado;5154;4;No;22;4;10;3;4;8;7;5;7
No;36;Raramente;IyD;2;4;Otra;4;F;Investigador_Cientifico;2;Casado;6962;4;Si;22;4;15;2;3;1;0;0;0
No;43;Frecuentemente;Ventas;2;4;Ciencias;1;M;Ejecutivo_Ventas;4;Casado;5675;1;No;20;4;7;5;3;7;7;7;7
No;27;Frecuentemente;IyD;5;2;Ciencias;4;F;Tecnico_Laboratorio;4;Soltero;2379;0;Si;14;3;6;3;2;5;4;0;2
No;29;Frecuentemente;IyD;20;1;Salud;4;M;Tecnico_Laboratorio;4;Casado;3812;1;No;13;3;11;3;4;11;8;3;10
No;32;Frecuentemente;Ventas;10;4;Mercadeo;4;M;Ejecutivo_Ventas;4;Soltero;4648;8;No;13;3;4;2;4;0;0;0;0
No;42;No_Viaja;IyD;10;4;Tecnicos;3;M;Investigador_Cientifico;3;Casado;2936;3;No;22;4;10;1;2;6;3;3;3
No;47;Raramente;IyD;9;4;Ciencias;2;F;Tecnico_Laboratorio;3;Soltero;2105;4;No;12;3;7;2;3;2;2;2;0
No;46;Raramente;IyD;2;2;Ciencias;4;M;Director_Manofactura;4;Divorciado;8578;3;No;14;3;12;4;2;9;8;4;7
No;28;No_Viaja;RH;1;2;Ciencias;3;M;Recursos_Humanos;4;Divorciado;2706;1;No;15;3;3;2;3;3;2;2;2
No;29;Raramente;IyD;29;1;Ciencias;4;M;Representante_Salud;3;Divorciado;6384;8;No;17;3;11;3;3;7;0;1;6
No;42;Raramente;IyD;8;3;Ciencias;4;M;Tecnico_Laboratorio;3;Soltero;3968;4;No;13;3;8;3;3;0;0;0;0
Si;32;Raramente;Ventas;2;4;Mercadeo;3;M;Ejecutivo_Ventas;2;Soltero;9907;7;Si;12;3;7;3;2;2;2;2;2
No;46;Raramente;Ventas;3;3;Tecnicos;1;F;Ejecutivo_Ventas;1;Divorciado;13225;2;No;12;3;25;5;3;19;17;2;8
No;27;Raramente;Ventas;23;1;Salud;2;F;Representante_Ventas;3;Casado;3540;1;No;21;4;9;5;3;9;8;5;8
No;29;Raramente;RH;6;1;Salud;4;M;Recursos_Humanos;2;Casado;2804;1;No;11;3;1;3;3;1;0;0;0
No;43;Raramente;IyD;6;3;Salud;1;F;Gerente;3;Casado;19392;7;No;13;3;21;2;3;16;12;6;14
No;48;Raramente;IyD;10;3;Ciencias;4;M;Director_Investigación;2;Casado;19665;4;No;12;3;29;3;3;22;10;12;9
Si;29;Frecuentemente;IyD;24;2;Ciencias;4;M;Investigador_Cientifico;4;Soltero;2439;1;Si;24;4;1;3;2;1;0;1;0
Si;46;Raramente;Ventas;10;3;Ciencias;3;F;Ejecutivo_Ventas;2;Casado;7314;5;No;21;4;14;2;3;8;7;0;7
No;27;Frecuentemente;IyD;15;3;Ciencias;4;F;Investigador_Cientifico;1;Casado;4774;0;No;19;3;8;2;2;7;6;7;3
No;39;Raramente;IyD;19;4;Otra;4;M;Investigador_Cientifico;4;Divorciado;3902;8;No;14;3;7;2;3;2;2;2;2
No;55;Raramente;IyD;2;4;Tecnicos;2;M;Investigador_Cientifico;4;Casado;2662;8;No;20;4;19;2;4;5;2;0;4
No;28;Raramente;Ventas;3;3;Salud;2;F;Representante_Ventas;2;Casado;2856;1;No;19;3;1;3;3;1;0;0;0
Si;30;Raramente;Ventas;9;3;Salud;2;M;Representante_Ventas;4;Soltero;1081;1;No;13;3;1;3;2;1;0;0;0
Si;22;Raramente;IyD;7;1;Ciencias;4;M;Investigador_Cientifico;2;Soltero;2472;1;Si;23;4;1;2;3;1;0;0;0
No;36;Raramente;Ventas;10;4;Tecnicos;2;F;Ejecutivo_Ventas;3;Casado;5673;1;Si;13;3;10;4;3;10;9;1;7
No;31;Raramente;IyD;20;3;Ciencias;2;M;Tecnico_Laboratorio;3;Divorciado;4197;1;No;11;3;10;2;3;10;8;0;2
No;34;Raramente;Ventas;4;3;Ciencias;3;M;Ejecutivo_Ventas;4;Casado;9713;2;Si;13;3;9;3;3;5;3;1;0
No;29;Raramente;IyD;7;3;Ciencias;4;M;Tecnico_Laboratorio;1;Soltero;2062;3;No;14;3;11;2;3;3;2;1;2
No;37;Raramente;IyD;7;4;Salud;4;M;Investigador_Cientifico;1;Casado;4284;5;Si;22;4;16;2;3;5;3;0;4
No;35;Raramente;IyD;16;2;Otra;4;F;Director_Manofactura;2;Casado;4788;0;Si;11;3;4;2;3;3;2;0;2
No;45;Raramente;IyD;25;2;Ciencias;2;F;Director_Manofactura;4;Casado;5906;0;No;13;3;10;2;2;9;8;3;8
No;36;Frecuentemente;RH;2;1;Humanidades;2;M;Recursos_Humanos;4;Soltero;3886;1;No;21;4;10;2;2;10;1;0;8
No;40;Raramente;IyD;1;4;Ciencias;1;M;Gerente;1;Divorciado;16823;2;No;11;3;22;3;3;19;7;11;16
No;26;Raramente;IyD;1;2;Ciencias;2;F;Investigador_Cientifico;3;Casado;2933;1;Si;13;3;1;3;2;1;0;1;0
No;27;Raramente;Ventas;2;2;Salud;1;F;Ejecutivo_Ventas;3;Soltero;6500;0;No;14;3;9;5;2;8;7;0;7
No;48;Frecuentemente;IyD;22;3;Salud;4;F;Gerente;4;Divorciado;17174;3;No;11;3;24;3;3;22;17;4;7
No;44;Raramente;IyD;1;4;Ciencias;2;M;Representante_Salud;1;Casado;5033;2;No;15;3;10;5;3;2;0;2;2
Si;34;No_Viaja;IyD;16;4;Tecnicos;4;M;Investigador_Cientifico;1;Casado;2307;1;Si;23;4;5;2;3;5;2;3;0
Si;56;Raramente;IyD;24;2;Ciencias;1;M;Tecnico_Laboratorio;4;Soltero;2587;1;No;16;3;5;3;3;4;2;1;0
No;36;Raramente;Ventas;17;2;Mercadeo;3;M;Ejecutivo_Ventas;2;Casado;5507;2;No;16;3;12;1;1;4;2;1;3
No;41;Raramente;Ventas;8;3;Mercadeo;3;F;Ejecutivo_Ventas;2;Casado;4393;5;No;21;4;14;3;3;5;4;1;4
No;42;Raramente;IyD;6;3;Salud;3;M;Director_Investigación;1;Casado;13348;9;No;13;3;18;3;4;13;7;5;7
No;31;Raramente;Ventas;10;2;Salud;3;F;Ejecutivo_Ventas;4;Divorciado;6583;2;Si;11;3;8;2;3;5;2;1;4
No;34;Raramente;Ventas;3;1;Salud;4;F;Ejecutivo_Ventas;4;Casado;8103;3;Si;12;3;9;3;2;4;2;0;1
No;31;Raramente;IyD;4;3;Salud;1;F;Tecnico_Laboratorio;3;Divorciado;3978;8;No;12;3;4;0;2;2;2;2;2
No;26;Frecuentemente;IyD;6;3;Otra;3;M;Tecnico_Laboratorio;4;Casado;2544;0;No;18;3;8;3;3;7;7;7;7
No;45;Frecuentemente;IyD;1;4;Salud;2;M;Representante_Salud;3;Soltero;5399;4;No;12;3;12;3;3;4;2;0;3
No;33;Raramente;Ventas;10;4;Mercadeo;2;M;Ejecutivo_Ventas;3;Soltero;5487;1;No;14;3;10;2;2;10;4;0;9
No;28;Frecuentemente;Ventas;1;2;Ciencias;3;M;Ejecutivo_Ventas;4;Casado;6834;1;Si;12;3;7;2;3;7;7;0;7
